stock_code,description,units_sold,revenue,orders
23044,PAPER LANTERN 9 POINT HOLLY STAR 23,18.0,74.7,5
23044,PAPER LANTERN 9 POINT HOLLY STAR S,83.0,348.59,20
23045,PAPER LANTERN 5 POINT STAR MOON ,108.0,456.48,20
23045,PAPER LANTERN 5 POINT STAR MOON 30,10.0,41.5,5
23046,PAPER LANTERN 9 POINT DELUXE STAR,349.0,2111.49,36
23047,PAPER LANTERN 5 POINT SEQUIN STAR,50.0,287.5,21
23047,PAPER LANTERN 5 POINT STUDDED STAR,8.0,46.0,4
23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,577.0,2368.37,99
23049,RECYCLED ACAPULCO MAT RED,456.0,3896.84,186
23050,RECYCLED ACAPULCO MAT GREEN,497.0,4286.55,205
23051,RECYCLED ACAPULCO MAT BLUE,365.0,3223.49,162
23052,RECYCLED ACAPULCO MAT TURQUOISE,654.0,5949.34,278
23053,RECYCLED ACAPULCO MAT PINK,364.0,3254.32,164
23054,RECYCLED ACAPULCO MAT LAVENDER,295.0,2604.93,130
23055,IVORY CHANDELIER T-LIGHT HOLDER,657.0,1395.18,38
23056,CRYSTAL CHANDELIER T-LIGHT HOLDER,3.0,18.75,1
23056,FLOWERS CHANDELIER T-LIGHT HOLDER,960.0,2879.37,38
23057,BEADED CHANDELIER T-LIGHT HOLDER,695.0,1420.97,38
23057,GEMSTONE CHANDELIER T-LIGHT HOLDER,78.0,347.7,7
23058,CHRISTMAS HANGING SNOWFLAKE,490.0,430.86,48
23060,HEART BEADED TRELLIS DECORATION,249.0,528.17,42
23061,VINTAGE EMBOSSED HEART,955.0,1257.68,113
23061,VINTAGE ENGRAVED HEART,60.0,75.0,4
23064,CINDERELLA CHANDELIER ,221.0,3717.56,23
23065,LARGE DECO JEWELLERY STAND,263.0,3302.44,95
23065,LARGE JEWELLERY STAND,10.0,125.0,4
23066,SMALL DECO JEWELLERY STAND,243.0,2005.81,79
23066,SMALL JEWELLERY STAND,16.0,132.0,6
23067,HANGING ENGRAVED METAL HEART,294.0,1236.66,78
23068,ALUMINIUM HEART,30.0,74.7,6
23068,ALUMINIUM STAMPED HEART,779.0,1892.23,130
23069,EDWARDIAN PHOTO FRAME,88.0,556.21,32
23070,EDWARDIAN HEART PHOTO FRAME,160.0,709.54,44
23071,MARIE ANTOIENETT TRINKET BOX GOLD,1.0,12.5,1
23071,MARIE ANTOINETTE TRINKET BOX GOLD,314.0,1192.6,18
23072,MARIE ANTOINETTE TRINKET BOX SILVER,334.0,1273.76,30
23073,GEORGIAN TRINKET BOX,143.0,1706.5,61
23074,EMBOSSED HEART TRINKET BOX,246.0,547.27,48
23075,DOUBLE CERAMIC PARLOUR HOOK,22.0,91.3,5
23075,PARLOUR CERAMIC WALL HOOK,450.0,1869.0,75
23076,ICE CREAM SUNDAE LIP GLOSS,8076.0,9935.76,277
23077,DOUGHNUT LIP GLOSS ,10395.0,13695.77,344
23078,ICE CREAM PEN LIP GLOSS ,6831.0,8553.34,257
23079, TOADSTOOL BEDSIDE LIGHT ,2.0,17.9,1
23079,TOADSTOOL BEDSIDE LIGHT ,249.0,2207.55,105
23080,RED METAL BOX TOP SECRET,1074.0,9117.62,257
23081,GREEN METAL BOX ARMY SUPPLIES,467.0,3906.25,135
23081,GREEN METAL BOX TOP SECRET,16.0,132.0,4
23082,SET 6 PAPER TABLE LANTERN HEARTS ,2328.0,8558.76,297
23083,SET 6 PAPER TABLE LANTERN STARS ,1932.0,7250.9,246
23084,RABBIT NIGHT LIGHT,30739.0,66870.03,994
23085,ANTIQUE SILVER BAUBLE LAMP  ,376.0,3583.23,78
23086,ZINC  STAR T-LIGHT HOLDER ,1217.0,1441.43,46
23086,ZINC STAR T-LIGHT HOLDER ,8.0,10.0,1
23087,ZINC  HEART T-LIGHT HOLDER,868.0,1090.66,69
23088,ZINC HEART FLOWER T-LIGHT HOLDER,795.0,1033.28,79
23089,GLASS BON BON JAR,2354.0,4215.78,225
23090,VINTAGE GLASS T-LIGHT HOLDER,2237.0,1870.03,149
23091,METAL HERB GERDEN CONTAINER,24.0,139.68,5
23091,ZINC HERB GARDEN CONTAINER,556.0,3516.64,204
23092,LARGE ANTIQUE WHITE PHOTO FRAME,523.0,3757.78,135
23093,SMALL PARISIENNE HEART PHOTO FRAME ,939.0,2239.24,142
23094,LE GRAND TRAY CHIC SET,152.0,1924.92,79
23096,PETIT TRAY CHIC,1033.0,1736.69,146
23099,FRENCH CARRIAGE LANTERN,137.0,925.35,58
23100,SILVER BELLS TABLE DECORATION,2166.0,2739.38,257
23101,SILVER STARS TABLE DECORATION,2031.0,1739.63,213
23102,SILVER HEARTS TABLE DECORATION,1274.0,1075.03,157
23103,BELL HEART DECORATION,252.0,387.0,9
23103,JINGLE BELL HEART DECORATION,3820.0,6459.16,356
23104,IVORY CAFE HANGING LAMP ,116.0,1380.42,45
23104,IVORY PANTRY HANGING LAMP ,2.0,25.0,1
23106,ZINC HEARTS PLANT POT HOLDER,283.0,792.47,52
23106,ZINC PLANT POT HOLDER,8.0,23.12,1
23107,WHITE HEARTS WIRE PLANT POT HOLDER,343.0,963.27,71
23107,WHITE WIRE PLANT POT HOLDER,16.0,46.24,2
23108,SET OF 10 LED DOLLY LIGHTS,2219.0,13290.52,372
23109,LED TEA LIGHTS,634.0,1826.76,65
23109,PACK OF SIX LED TEA LIGHTS,1752.0,5008.26,203
23110,PARISIENNE KEY CABINET ,700.0,4147.18,255
23111,PARISIENNE SEWING BOX,312.0,3839.24,138
23112,PARISIENNE CURIO CABINET,546.0,4507.08,241
23113,PANTRY CHOPPING BOARD,1154.0,5868.5,57
23114,VINTAGE LEAF CHOPPING BOARD  ,149.0,737.95,45
23115,RED APPLES CHOPPING BOARD   ,152.0,770.32,45
23116,VEGETABLE GARDEN CHOPPING BOARD,76.0,382.44,22
23117,POPPY FIELDS CHOPPING BOARD,93.0,501.23,45
23118,PARISIENNE JEWELLERY DRAWER ,813.0,6102.18,258
23119,PACK OF 6 LARGE FRUIT STRAWS ,2282.0,1401.7,151
23120,PACK OF 6 SMALL FRUIT STRAWS,1685.0,682.39,100
23121,PACK OF 6 COCKTAIL PARASOL STRAWS,2501.0,1000.44,111
23122,PARTY CHARMS 50 PIECES,2251.0,1726.09,133
23123,COCKTAIL SWORDS 50 PIECES,935.0,759.57,95
23124,18PC WOODEN CUTLERY SET DISPOSABLE,567.0,751.38,43
23125,6PC WOOD PLATE SET DISPOSABLE,459.0,574.88,38
23126,DOLLCRAFT GIRL AMELIE,36.0,178.2,8
23126,DOLLCRAFT GIRL AMELIE KIT,66.0,294.7,8
23126,FELTCRAFT GIRL AMELIE KIT,1007.0,5059.14,275
23127,DOLLCRAFT GIRL NICOLE,68.0,336.6,12
23127,FELTCRAFT GIRL NICOLE KIT,668.0,3422.4,182
23128,DOLLCRAFT BOY JEAN-PAUL ,82.0,373.9,12
23128,FELTCRAFT BOY JEAN-PAUL KIT,366.0,1884.76,127
23129,HEART SHAPED HOLLY WREATH,950.0,3999.5,172
23130,MISELTOE HEART WREATH ,80.0,312.8,5
23130,MISTLETOE HEART WREATH GREEN,882.0,3676.18,179
23131,MISELTOE HEART WREATH CREAM,240.0,996.0,1
23131,MISELTOE HEART WREATH WHITE,78.0,304.5,4
23131,MISTLETOE HEART WREATH CREAM,624.0,2535.48,110
23132,SMALL IVORY HEART WALL ORGANISER,1020.0,5138.6,152
23133,LARGE IVORY HEART WALL ORGANISER,782.0,5525.4,155
23134,LARGE ZINC HEART WALL ORGANISER,1065.0,6431.11,38
23135,SMALL ZINC HEART WALL ORGANISER,1541.0,5416.18,45
23136,IVORY WIRE SWEETHEART LETTER TRAY,135.0,511.89,49
23137,ZINC WIRE SWEETHEART LETTER TRAY,83.0,275.62,23
23138,SINGLE WIRE HOOK IVORY HEART,879.0,1231.51,82
23139,SINGLE WIRE HOOK PINK HEART,414.0,528.7,27
23140,TRIPLE WIRE HOOK IVORY HEART,182.0,766.1,52
23141,TRIPLE WIRE HOOK PINK HEART,79.0,272.91,25
23142,IVORY WIRE KITCHEN ORGANISER,121.0,1220.82,40
23143,ZINC WIRE KITCHEN ORGANISER,30.0,239.97,16
23144,ZINC T-LIGHT HOLDER STARS SMALL,5089.0,4197.83,274
23145,ZINC T-LIGHT HOLDER STAR LARGE,2060.0,1956.68,167
23145,ZINC T-LIGHT HOLDER STARS LARGE,24.0,22.8,2
23146,TRIPLE HOOK ANTIQUE IVORY ROSE,798.0,2645.26,227
23147,SINGLE ANTIQUE ROSE HOOK IVORY,1868.0,2752.2,261
23148,MINIATURE ANTIQUE ROSE HOOK IVORY,2091.0,1775.51,243
23148,MINITURE ANTIQUE ROSE HOOK IVORY,48.0,40.8,4
23149,ANTIQUE IVORY WIRE BOWL SMALL,99.0,251.45,21
23150,IVORY SWEETHEART SOAP DISH,148.0,390.75,49
23151,ZINC SWEETHEART SOAP DISH,61.0,114.33,21
23152,IVORY SWEETHEART WIRE LETTER RACK ,554.0,2080.65,159
23153,ZINC SWEETHEART WIRE LETTER RACK,263.0,1020.69,90
23154,SET OF 4 JAM JAR MAGNETS,2701.0,5842.88,235
23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,2221.0,1904.77,135
23156,SET OF 5 MINI GROCERY MAGNETS,1665.0,3423.29,205
23157,SET OF 6 NATIVITY MAGNETS ,2557.0,5143.06,163
23158,SET OF 5 LUCKY CAT MAGNETS ,2633.0,5513.83,255
23159,SET OF 5 PANCAKE DAY MAGNETS,2293.0,4713.52,223
23160,REGENCY TEA SPOON,1450.0,1794.48,76
23161,REGENCY CAKE FORK,1715.0,2145.3,98
23162,REGENCY TEA STRAINER,1412.0,5143.69,176
23163,REGENCY SUGAR TONGS,1832.0,4515.22,209
23164,REGENCY CAKE SLICE,578.0,2718.65,92
23165,LARGE CERAMIC TOP STORAGE JAR,3114.0,5141.06,280
23166,MEDIUM CERAMIC TOP STORAGE JAR,78033.0,81700.92,247
23167,SMALL CERAMIC TOP STORAGE JAR ,5847.0,4476.01,231
23168,CLASSIC CAFE SUGAR DISPENSER,3075.0,4311.35,325
23168,CLASSIC SUGAR DISPENSER,216.0,247.32,12
23169,CLASSIC GLASS COOKIE JAR,1437.0,6183.39,300
23169,CLASSIC GLASS SWEET JAR,119.0,479.45,14
23170,REGENCY TEA PLATE ROSES ,6857.0,11097.25,445
23171,REGENCY TEA PLATE GREEN ,6247.0,10051.99,381
23172,REGENCY TEA PLATE PINK,3861.0,6344.41,305
23173,REGENCY TEAPOT ROSES ,2766.0,24879.13,416
23174,REGENCY SUGAR BOWL GREEN,3055.0,12342.43,322
23175,REGENCY MILK JUG PINK ,3160.0,9587.15,329
23176,ABC TREASURE BOOK BOX ,2165.0,4693.08,226
23177,TREASURE ISLAND BOOK BOX,2532.0,5521.29,267
23178,JAM CLOCK MAGNET,327.0,936.89,68
23179,CLOCK MAGNET MUM'S KITCHEN,324.0,930.48,53
23180,MUM'S KITCHEN CLOCK,122.0,621.09,49
23181,BULL DOG BOTTLE TOP WALL CLOCK,201.0,1733.57,82
23182,TOILET SIGN OCCUPIED OR VACANT,3741.0,3688.21,433
23183,MOTHER'S KITCHEN SPOON REST ,226.0,967.17,84
23184,BULL DOG BOTTLE OPENER,874.0,4764.5,264
23185,FRENCH STYLE STORAGE JAR JAM,317.0,114.85,30
23186,FRENCH STYLE STORAGE JAR CAFE ,1982.0,819.46,70
23187,FRENCH STYLE STORAGE JAR BONBONS,2338.0,695.06,74
23188,VINTAGE  2 METER FOLDING RULER,1844.0,3073.72,181
23188,VINTAGE  2 METRE FOLDING RULER,1627.0,3374.05,152
23189,SET OF 12 FORK CANDLES,1249.0,3507.51,141
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,1702.0,2761.9,202
23191,BUNDLE OF 3 RETRO EXERCISE BOOKS,60.0,99.0,5
23191,BUNDLE OF 3 RETRO NOTE BOOKS,2141.0,3529.89,276
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,3516.0,6114.24,345
23193,BUFFALO BILL TREASURE BOOK BOX,1922.0,4079.28,175
23194,GYMKHANA TREASURE BOOK BOX,1715.0,3815.53,200
23194,GYMKHANNA TREASURE BOOK BOX,120.0,261.84,14
23196,LEAVES MAGNETIC  SHOPPING LIST,24.0,34.8,2
23196,RETO LEAVES MAGNETIC SHOPPING LIST,36.0,52.2,3
23196,RETRO LEAVES MAGNETIC NOTEPAD,105.0,154.09,19
23196,VINTAGE LEAF MAGNETIC NOTEPAD,1707.0,2601.15,274
23197,SKETCHBOOK MAGNETIC SHOPPING LIST,1442.0,2253.7,246
23197,VEGETABLE MAGNETIC  SHOPPING LIST,36.0,49.8,3
23198,PANTRY MAGNETIC  SHOPPING LIST,3342.0,5062.6,475
23199,JUMBO BAG APPLES,14908.0,30450.69,978
23200,JUMBO BAG PEARS,7067.0,14188.96,595
23201,JUMBO BAG ALPHABET,13366.0,27850.83,906
23202,JUMBO BAG VINTAGE LEAF,10941.0,21810.43,879
23203,JUMBO BAG DOILEY PATTERNS,8893.0,17268.69,514
23203,JUMBO BAG VINTAGE DOILEY ,144.0,272.57,7
23203,JUMBO BAG VINTAGE DOILY ,11448.0,24489.08,711
23204,CHARLOTTE BAG APPLES DESIGN,7976.0,7741.94,583
23205,CHARLOTTE BAG ALPHABET  DESIGN,400.0,320.5,22
23205,CHARLOTTE BAG VINTAGE ALPHABET ,5457.0,5405.88,445
23206,LUNCH BAG APPLE DESIGN,12147.0,20852.58,1036
23207,LUNCH BAG ALPHABET DESIGN,7830.0,13325.55,740
23208,LUNCH BAG VINTAGE LEAF DESIGN,6308.0,10441.91,668
23209,LUNCH BAG DOILEY PATTERN ,6551.0,10502.19,492
23209,LUNCH BAG VINTAGE DOILEY ,71.0,119.63,5
23209,LUNCH BAG VINTAGE DOILY ,6548.0,10797.0,601
23210,WHITE ROCKING HORSE HAND PAINTED,2849.0,3551.53,192
23211,RED ROCKING HORSE HAND PAINTED,2329.0,2930.57,160
23212,HEART WREATH DECORATION WITH BELL,2284.0,2845.89,185
23212,PAINTED HEART WREATH WITH BELL,12.0,15.0,1
23213,STAR WREATH DECORATION WITH BELL,1682.0,2138.42,152
23214,BELL HEART ANTIQUE GOLD,12.0,24.96,1
23214,JINGLE BELL HEART ANTIQUE GOLD,777.0,1670.08,102
23215,JINGLE BELL HEART ANTIQUE SILVER,3564.0,7038.4,210
23216,LAUREL HEART ANTIQUE GOLD,525.0,630.73,44
23217,LAUREL HEART ANTIQUE SILVER,1309.0,1613.82,97
23218,LAUREL STAR ANTIQUE GOLD,379.0,483.03,40
23219,LAUREL STAR ANTIQUE SILVER ,430.0,568.6,61
23220,REINDEER HEART DECORATION GOLD,993.0,869.15,103
23221,REINDEER HEART DECORATION SILVER,1536.0,1363.04,145
23222,CHRISTMAS TREE HANGING GOLD,799.0,718.53,75
23223,CHRISTMAS TREE HANGING SILVER ,801.0,750.19,88
23224,CHERUB HEART DECORATION GOLD,738.0,649.02,71
23225,CHERUB HEART DECORATION SILVER ,1355.0,1176.17,88
23226,FILIGREE HEART DAISY WHITE,1247.0,1596.67,98
23227,FILIGREE HEART BUTTERFLY WHITE ,1642.0,2070.06,117
23228,FILIGREE HEART BIRD WHITE ,1492.0,1960.0,125
23229,DONKEY TAIL GAME ,54.0,189.54,4
23229,VINTAGE DONKEY TAIL GAME ,1815.0,6550.17,252
23230,WRAP ALPHABET DESIGN,7976.0,3217.92,235
23231,WRAP  VINTAGE DOILEY ,100.0,42.0,2
23231,WRAP  VINTAGE DOILY ,2474.0,1039.08,94
23231,WRAP DOILEY DESIGN,4703.0,1927.26,164
23232,WRAP VINTAGE LEAF DESIGN,5251.0,2109.42,134
23232,WRAP VINTAGE PETALS  DESIGN,3275.0,1327.5,104
23233,WRAP POPPIES  DESIGN,5175.0,2105.5,158
23234,BISCUIT TIN VINTAGE CHRISTMAS,1722.0,5079.78,277
23235,BISCUIT TIN VINTAGE LEAF,24.0,64.56,3
23235,STORAGE TIN VINTAGE LEAF,712.0,1886.1,102
23236,DOILEY BISCUIT TIN,120.0,327.6,13
23236,DOILEY STORAGE TIN,1094.0,3004.46,122
23236,STORAGE TIN VINTAGE DOILEY ,7.0,23.13,2
23236,STORAGE TIN VINTAGE DOILY ,1272.0,3704.78,190
23237,SET OF 4 KNICK KNACK TINS LEAF,747.0,3020.61,123
23237,SET OF 4 KNICK KNACK TINS LEAVES ,306.0,1253.78,54
23238,SET OF 4 KNICK KNACK TINS LONDON ,1849.0,7771.61,274
23239,SET OF 4 KNICK KNACK TINS POPPIES,842.0,3353.84,178
23240,SET OF 4 KNICK KNACK TINS  DOILEY ,6.0,24.9,1
23240,SET OF 4 KNICK KNACK TINS DOILEY ,1819.0,7248.79,182
23240,SET OF 4 KNICK KNACK TINS DOILY ,2352.0,9726.48,353
23241,TREASURE TIN GYMKHANA DESIGN,2165.0,4669.55,363
23242,TREASURE TIN BUFFALO BILL ,1470.0,3024.63,214
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4800.0,23489.42,470
23244,CANNISTER VINTAGE LEAF DESIGN,12.0,23.4,2
23244,ROUND STORAGE TIN VINTAGE LEAF,864.0,1593.58,103
23244,STORAGE TIN VINTAGE LEAF,60.0,117.0,7
23245,SET OF 3 REGENCY CAKE TINS,6345.0,31118.55,873
23247,BISCUIT TIN 50'S CHRISTMAS,2194.0,6681.25,309
23249,ENAMEL DINNER PLATE PANTRY,12.0,19.8,1
23249,VINTAGE RED ENAMEL TRIM PLATE,830.0,1406.3,80
23250,ENAMEL BOWL PANTRY,24.0,30.0,2
23250,VINTAGE RED TRIM ENAMEL BOWL ,1155.0,1501.03,108
23251,ENAMEL MUG PANTRY,12.0,15.0,1
23251,VINTAGE RED ENAMEL TRIM MUG ,1700.0,2090.75,119
23252,ENAMEL JUG PANTRY,8.0,30.0,2
23252,VINTAGE RED ENAMEL TRIM JUG ,595.0,2231.61,136
23253,16 PC CUTLERY SET PANTRY DESIGN,4.0,63.8,1
23253,16 PIECE CUTLERY SET PANTRY DESIGN,254.0,3785.06,69
23254,CHILDRENS CUTLERY DOLLY GIRL ,1667.0,6753.71,291
23254,KIDS CUTLERY DOLLY GIRL ,36.0,149.4,8
23255,CHILDRENS CUTLERY CIRCUS PARADE,1014.0,4097.22,158
23256,CHILDRENS CUTLERY SPACEBOY ,2077.0,8517.67,360
23256,KIDS CUTLERY SPACEBOY ,36.0,149.4,8
23263,SET OF 3 WOODEN HEART DECORATIONS,3863.0,5147.19,445
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,1963.0,2690.81,299
23265,SET OF 3 WOODEN TREE DECORATIONS,1769.0,2404.79,293
23266,SET OF 3 WOODEN STOCKING DECORATION,2053.0,2743.82,319
23267,SET OF 4 SANTA PLACE SETTINGS,1202.0,1531.95,108
23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,1447.0,2018.14,89
23269,SET OF 2 CERAMIC CHRISTMAS TREES,779.0,1152.98,94
23270,SET OF 2 CERAMIC PAINTED HEARTS ,1174.0,1646.32,125
23271,CHRISTMAS TABLE CANDLE SILVER SPIKE,16.0,13.28,1
23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,1715.0,1483.61,103
23272,TREE T-LIGHT HOLDER WILLIE WINKIE,364.0,562.22,44
23273,HEART T-LIGHT HOLDER WILLIE WINKIE,969.0,1649.05,112
23274,STAR T-LIGHT HOLDER WILLIE WINKIE,1180.0,2005.0,119
23275,SET OF 3 HANGING OWLS OLLIE BEAK,3720.0,4521.72,325
23280,FOLDING BUTTERFLY MIRROR HOT PINK ,1867.0,1495.24,152
23280,FOLDING MIRROR HOT PINK ,156.0,118.92,5
23281,FOLDING BUTTERFLY MIRROR RED  ,1262.0,985.88,99
23281,FOLDING MIRROR RED  ,18.0,14.94,2
23282,FOLDING BUTTERFLY MIRROR IVORY ,794.0,742.92,133
23282,FOLDING MIRROR IVORY ,18.0,14.94,2
23283,DOORMAT VINTAGE LEAF,564.0,4122.2,142
23283,DOORMAT VINTAGE LEAVES DESIGN ,430.0,2881.18,91
23284,DOORMAT KEEP CALM AND COME IN,5487.0,38133.64,728
23285,PINK VINTAGE SPOT BEAKER,4807.0,4572.41,191
23286,BLUE VINTAGE SPOT BEAKER,5048.0,4747.62,222
23287,RED VINTAGE SPOT BEAKER,1879.0,1603.39,198
23288,GREEN VINTAGE SPOT BEAKER,4625.0,4444.23,185
23289,DOLLY GIRL CHILDRENS BOWL,1622.0,2013.7,191
23290,SPACEBOY CHILDRENS BOWL,2430.0,2890.35,214
23291,DOLLY GIRL CHILDRENS CUP,1634.0,2059.03,195
23292,SPACE BOY CHILDRENS CUP,131.0,145.76,6
23292,SPACEBOY CHILDRENS CUP,2050.0,2557.57,216
23293,SET OF 12 FAIRY CAKE BAKING CASES,8471.0,6989.54,552
23294,SET OF 6 SNACK LOAF BAKING CASES,4392.0,3607.81,354
23295,SET OF 12 MINI LOAF BAKING CASES,6134.0,5073.45,444
23296,SET OF 6 TEA TIME BAKING CASES,4979.0,5985.55,378
23297,SET 40 HEART SHAPE PETIT FOUR CASES,4303.0,6792.23,161
23298,"BUNTING , SPOTTY ",146.0,634.7,7
23298,SPOTTY BUNTING,8320.0,42513.48,1140
23299,"FOOD COVER WITH BEADS , SET 2 SIZES",3.0,11.25,1
23299,FOOD COVER WITH BEADS SET 2 ,1009.0,3761.63,145
23300,GARDENERS KNEELING PAD CUP OF TEA ,6809.0,11785.99,758
23301,GARDENERS KNEELING PAD KEEP CALM ,8807.0,16327.35,913
23302,KNEELING MAT HOUSEWORK  DESIGN,1536.0,2181.42,230
23303,SET 4 PICNIC CUTLERY FONDANT,65.0,126.75,6
23304,SET 4 PICNIC CUTLERY CHERRY ,71.0,138.45,9
23305,SET 4 PICNIC CUTLERY BLUEBERRY,82.0,159.9,9
23306,SET OF 36 DOILIES PANTRY DESIGN,2741.0,3983.6,244
23306,SET OF 36 PANTRY PAPER DOILIES,67.0,139.78,33
23307,SET OF 60 PANTRY DESIGN CAKE CASES ,12049.0,6371.89,629
23308,SET OF 60 VINTAGE LEAF CAKE CASES ,6139.0,3272.61,382
23309,SET OF 60 I LOVE LONDON CAKE CASES ,8275.0,4495.85,407
23310,BUBBLEGUM RING ASSORTED,12050.0,4997.28,245
23311,VINTAGE CHRISTMAS STOCKING ,2390.0,6488.2,344
23312,VINTAGE CHRISTMAS GIFT SACK,1423.0,5964.15,214
23313,VINTAGE CHRISTMAS BUNTING,2990.0,15798.66,401
23314,VINTAGE CHRISTMAS TABLECLOTH,407.0,5012.96,117
23315,IVORY REFECTORY CLOCK,213.0,2094.24,86
23316,RED REFECTORY CLOCK ,250.0,2501.64,110
23317,BLUE REFECTORY CLOCK ,173.0,1777.46,82
23318,BOX OF 6 MINI VINTAGE CRACKERS,3809.0,9162.41,376
23319,BOX OF 6 MINI 50'S CRACKERS,3720.0,9219.53,403
23320,GIANT 50'S CHRISTMAS CRACKER,2661.0,7053.57,333
23321,SMALL WHITE HEART OF WICKER,4716.0,8438.54,629
23322,LARGE WHITE HEART OF WICKER,3069.0,8878.21,562
23323,WHITE WICKER STAR ,1469.0,3146.78,294
23324,RUSTIC STRAWBERRY JAM POT LARGE ,279.0,577.48,38
23324,RUSTIC STRAWBERRY JAMPOT LARGE ,120.0,238.56,6
23325,RUSTIC STRAWBERRY JAM POT SMALL,426.0,681.54,32
23325,RUSTIC STRAWBERRY JAMPOT SMALL,36.0,59.4,3
23326,HANGING MINI COLOURED BOTTLES,3442.0,2237.08,76
23327,HANGING CLEAR MINI BOTTLE,1734.0,1051.14,41
23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,2841.0,13269.49,405
23329,DECORATIVE WICKER HEART LARGE,1767.0,3038.19,233
23330,DECORATIVE WICKER HEART MEDIUM,1794.0,2286.97,216
23331,DECORATIVE WICKER HEART SMALL,1596.0,1062.28,109
23332,IVORY WICKER HEART LARGE,2059.0,3542.71,287
23333,IVORY WICKER HEART MEDIUM,2089.0,2695.45,233
23334,IVORY WICKER HEART SMALL,2271.0,1491.75,130
23335,EGG FRYING PAN IVORY ,377.0,790.78,96
23336,EGG FRYING PAN PINK ,225.0,519.25,85
23337,EGG FRYING PAN MINT ,180.0,388.75,69
23338,EGG FRYING PAN RED ,431.0,915.4,109
23339,EGG FRYING PAN BLUE ,173.0,400.84,76
23340,VINTAGE CHRISTMAS CAKE FRILL,2500.0,4034.08,151
23341,PINK DINER WALL CLOCK,307.0,2741.35,121
23342,MINT DINER CLOCK,2.0,17.0,1
23342,MINT DINER WALL CLOCK,371.0,3159.41,162
23343,JUMBO BAG VINTAGE CHRISTMAS ,6078.0,13972.71,476
23344,JUMBO BAG 50'S CHRISTMAS ,10285.0,23772.07,716
23345, DOLLY GIRL BEAKER,2451.0,2886.25,174
23346,SPACEBOY BEAKER,2628.0,3112.34,184
23347,I LOVE LONDON BEAKER,860.0,1077.3,97
23348,CHILDRENS TOY COOKING UTENSIL SET,746.0,1633.81,168
23349,ROLL WRAP VINTAGE CHRISTMAS,3221.0,4342.6,337
23350,ROLL WRAP VINTAGE SPOT ,2712.0,3445.08,305
23351,ROLL WRAP 50'S CHRISTMAS,3535.0,4875.65,354
23352,ROLL WRAP 50'S RED CHRISTMAS ,1800.0,2459.2,212
23353,6 GIFT TAGS VINTAGE CHRISTMAS ,4007.0,3510.05,327
23354,6 GIFT TAGS 50'S CHRISTMAS ,3740.0,3429.4,322
23355,HOT WATER BOTTLE KEEP CALM,5816.0,28718.8,782
23356,LOVE HOT WATER BOTTLE,2359.0,13334.32,476
23357,HOT WATER BOTTLE SEX BOMB,450.0,1982.05,102
23358,HOT STUFF HOT WATER BOTTLE,594.0,2008.38,89
23359,SET OF 12 T-LIGHTS VINTAGE DOILEY,61.0,118.95,6
23359,SET OF 12 T-LIGHTS VINTAGE DOILY,929.0,1747.51,73
23360,SET 8 CANDLES VINTAGE DOILEY,122.0,216.3,7
23360,SET 8 CANDLES VINTAGE DOILY,1060.0,2070.1,107
23365,SET 12 COLOUR PENCILS LOVE LONDON,1857.0,1463.08,169
23366,SET 12 COLOUR PENCILS DOILEY,48.0,31.2,3
23366,SET 12 COLOURING PENCILS DOILEY,1.0,0.65,1
23366,SET 12 COLOURING PENCILS DOILY,2200.0,1636.1,191
23367,SET 12 COLOUR PENCILS SPACEBOY ,3278.0,2491.2,282
23368,SET 12 COLOUR PENCILS DOLLY GIRL ,2379.0,1679.55,232
23369,SET 36 COLOUR PENCILS LOVE LONDON,1105.0,1581.06,126
23370,SET 36 COLOUR PENCILS DOILEY,64.0,80.0,3
23370,SET 36 COLOURING PENCILS DOILEY,1.0,1.25,1
23370,SET 36 COLOURING PENCILS DOILY,1485.0,2070.35,147
23371,SET 36 COLOUR PENCILS SPACEBOY ,1705.0,2304.78,185
23372,SET 36 COLOUR PENCILS DOLLY GIRL,1389.0,1750.29,147
23373,VINTAGE CHRISTMAS PAPER GIFT BAG,1608.0,1313.39,100
23374,RED SPOT PAPER GIFT BAG,2456.0,1962.83,131
23375,50'S CHRISTMAS PAPER GIFT BAG,1342.0,1100.69,103
23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,3039.0,1384.91,155
23377,PACK OF 12 DOLLY GIRL TISSUES,1351.0,592.45,133
23378,PACK OF 12 50'S CHRISTMAS TISSUES,3997.0,1840.08,176
23379,PACK OF 12 RED APPLE TISSUES,1220.0,465.36,76
23380,PACK OF 12 DOILEY TISSUES,72.0,28.08,2
23380,PACK OF 12 VINTAGE DOILY TISSUES,2272.0,955.42,119
23381,PACK OF 12 VINTAGE LEAF TISSUES ,1496.0,562.88,80
23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,1875.0,7356.18,220
